id,name,district
3151,Sindhekela,345
5463,Sindhnur,546
1662,Singa Circle,240
1573,Singchung Adc,242
1159,Singheshwar,205
1182,Singhwara,195
3705,Singrauli,638
6777,Siot,12
2147,Sipajhar,283
3607,Sirali,408
593,Sirohi,115
4315,Sirpur (T),699
390,Sirsa,74
5483,Sirsi,550
580,Siwana,775
6449,Siwan St,66
6209,Soan,680
904,Sohawal,140
331,Someshwar,45
2099,Sonai,282
42,Sonawari,623
6981,Sondawa,639
1267,Sonepur,218
3233,Sonhat,384
1344,Sonhaula,192
3525,Sonkatch,402
1533,Sono,198
1820,Sotokur,765
2011,South Salmara,707
4882,S.Rayavaram,744
4802,Srikakulam,519
5378,Srikalahasti,752
6805,Srinagar Central,13
5525,Sringeri,532
5590,Srinivaspur,542
5702,Sriperumbudur,574
5419,Srirangarajapuram,503
6538,Srisailam,755
2054,Subansiri (Pt-I),295
2969,Sukinda,356
207,Sultanpur Lodhi,35
5636,Sulthanbathery,567
26,Sundarbani,12
1728,Sunpura Circle,234
1064,Suppi,221
19,Surankote,10
2259,Suri - I,307
2542,Suriya,329
2225,Suti - I,319
3499,Suwasara,416
2319,Swarupnagar,303
5185,Sydapuram,515
5198,Tada,752
5338,Tadimarri,754
4389,Tadwai,685
858,Tahrauli,153
6549,Taksing Circle,241
2811,Talasara,373
1611,Taliha Adc,241
2699,Tamar I,339
1865,Tamenglong North,258
3266,Tamnar,386
4332,Tandur,684
39,Tangmarg,3
276,Tapa,605
930,Tarabganj,147
1362,Tarapur,207
1186,Tardih,195
5118,Tarlupadu,517
2648,Tati Jhariya,332
6357,Tejam,53
4739,Tekulapalli,690
6248,Tekumatla,687
6698,Teliamura,652
2848,Telkoi,361
3638,Tendukheda,418
1893,Tengnoupal,716
3197,Tentulikhunti,366
7398,Terdal,524
2556,Thakurgangti,330
4562,Thalakondapally,518
5121,Thallur,517
5368,Thamballapalle,753
4165,Thane,497
5798,Tharangambadi,735
2784,Thelkoloi,371
4645,Thipparthy,514
5809,Thiruthuraipoondi,590
5806,Thiruvarur,590
6672,Thiruvattar,575
1829,Thonoknyu,736
5773,Thottiyam,591
5883,Thovala,575
136,Thunag,22
467,Tibi,101
6434,Tigaon St,60
496,Tijara,770
2829,Tikaetpali,373
3423,Tikamgarh,434
3179,Tikiri,370
6948,Tikken,22
3909,Tilakwada,452
794,Tilhar,180
824,Tiloi,640
5729,Tindivanam,596
2858,Tiring,365
3668,Tirodi,392
2939,Tirtol,355
5732,Tirukkoyilur,729
6306,Tirumalagiri Sagar,514
5968,Tiruppursouth,634
2080,Titabor,290
5794,Tittakudi,570
7358,Tlabung,265
1843,Tseminyu,757
1826,Tsurungto,765
1870,Tuibong,254
2579,Tundi,325
4890,Tuni,746
1042,Turkaulia,213
6923,Uchhain,91
492,Udaipurwati,773
2884,Udala,365
2098,Udarbond,282
6522,Udhna,459
5523,Udupi,549
1426,Udwant Nagar,193
3513,Ujjain,435
1985,Umling,276
6159,Un,660
621,Uniara,116
5838,Usilampatti,578
5894,Uthangarai,577
5695,Uthukkottai,589
927,Utraula,127
3738,Vadgam,441
5837,Vadipatti,578
3755,Vadnagar,451
4276,Vaibhavvadi,495
5669,Vaikom,560
1268,Vaishali,224
3851,Vallabhipur,443
690,Vallabhnagar,117
3927,Valsad,462
7058,Vandalur,730
4733,Vararamachandrapuram,745
5155,Varikuntapadu,515
5946,Varkala,565
3732,Vav,441
4769,Veeraghattam,743
4983,Veeravasaram,523
6220,Veernapalli,683
7171,Velachery,568
5717,Vellore,595
6624,Vembakkam,593
4768,Vemsoor,509
4644,Vemulapally,514
5182,Venkatachalam,515
5974,Veppanthattai,581
5124,Vetapalem,750
5308,Vidapanakal,502
464,Vijainagar,776
6722,Vijaypur,624
5864,Vilathikulam,594
3779,Viramgam,438
5793,Virudhachalam,570
4866,Visakhapatnam (Rural),520
3829,Visavadar,448
5228,Vontimitta,504
4445,V.Saidapur,508
4162,Wada,665
1749,Wakching,247
6626,Walajabad,574
4595,Wanaparthy,693
1882,Wangoi,256
4314,Wankidi,699
1999,Wapung,657
4706,Warangal,522
4238,Washi,488
6825,Watergam,3
512,Weir,91
1897,West Phaileng,266
5992,Weziho,248
1789,Wokha Sadar,250
1697,Yachuli Adc,236
4616,Yadagirigutta,697
5430,Yadamarri,503
4369,Yedapally,516
7103,Yelahanka,525
4989,Yelamanchili,523
5464,Yelbarga,543
4740,Yellandu,690
4432,Yellareddipet,683
6239,Yergatla,516
5374,Yerravaripalem,752
6797,Zainapora,625
6826,Zaingeer,3
1772,Zunheboto Sadar,251
6087,Aalo Hq,243
7346,Aamabeda,381
1750,Aboi,247
4579,Achampet,694
7255,Adbhar,762
5112,Addanki,750
7334,Adokgre,656
5683,Adoor,564
5581,Afzalpur,538
3518,Agar,667
5626,Agatti,553
5005,Agiripalli,748
766,Agra,118
7331,Ahiwara,378
3045,Airfield (Kapila Prasad),362
7078,Ajjampura,532
4254,Akkalkot,496
4201,Akole,466
3989,Akot,467
4617,Alair,697
6900,Alampur,18
2715,Albert Ekka(Jari),331
4177,Alibag,491
6076,Alipur,80
3713,Alirajpur,639
4470,Alladurg,513
330,Almora,45
1759,Alongkima,246
6809,Aloosa,623
3502,Alot,423
5557,Alur,539
1836,Amahator,614
7122,Amargarh,737
148,Amb,26
3385,Ambah,417
5878,Ambasamudram,592
547,Amber,102
3247,Ambikapur,389
2322,Amdanga,303
6276,Ameenpur,691
2072,Amguri,300
3914,Amod,442
5964,Anaicut,595
1754,Angjangyang,247
121,Ani,20
1718,Anini,230
3353,Antagarh,381
5165,Anumasamudrampeta,515
786,Aonla,130
4844,Araku Valley,745
3330,Arang,387
5721,Arani,593
5716,Arcot,731
158,Arki,25
4360,Armoor,516
6717,Arnia,5
2389,Arsha,321
3686,Ashoknagar,391
4319,Asifabad,699
3060,Astaranga,369
1770,Asuto,251
6457,Ateli,69
3391,Ater,395
1853,Athibung,613
5265,Atmakur,755
4626,Atmakur (M),697
1773,Atoizu,251
754,Atrauli,119
1493,Atri,196
5743,Attur,584
4113,Aundha (Nagnath),477
7278,Aundhi,761
842,Auraiya,122
1481,Aurangabad,189
5828,Avudayarkoil,582
2102,Badarpur,293
3532,Badnawar,403
3517,Badod,667
3623,Badwara,413
2139,Baganpara (Pt),616
3844,Bagasara,439
232,Bagha Purana,38
3255,Bagicha,380
653,Bagidora,88
2392,Bagmundi,321
7174,Bagshad,22
1192,Baheri,195
1228,Baikunthpur,197
1140,Baisi,214
2880,Baisinga,365
6544,Bajengdoba,656
1414,Bakhtiarpur,212
2393,Balarampur,321
3421,Baldeogarh,434
6868,Baldirai,185
6049,Balesar,778
2909,Baleshwar (M),346
6374,Balganga,55
605,Bali,111
3042,Balianta,362
3043,Balipatna,362
4361,Balkonda,516
5500,Ballari,528
5105,Ballikurava,750
2403,Bally Jagachha,313
4597,Balmoor,694
3279,Baloda,379
3237,Balrampur,649
3053,Balugaon,362
2215,Bamangola,316
1586,Bameng Adc,231
3678,Bamori,406
6102,Bana Eac,231
3010,Banarpal,344
3446,Banda,425
7420,Bandari,425
7353,Bande,381
1210,Bandra,208
2137,Banekuchi,298
5429,Bangarupalem,503
2875,Bangiriposi,365
3024,Banigochha,367
2948,Banki,350
934,Bansi,182
2206,Bansihari,310
2911,Bant,348
3021,Bantala,344
2269,Barabani,704
1510,Barachatti,196
2951,Barang,350
735,Baraut,124
2645,Barhi,332
3622,Barhi,413
2873,Baripada Town,365
1620,Baririjo Circle,241
2134,Barkhetri,298
2018,Barnagar (Pt),280
7001,Baroni,401
2324,Barrackpur - II,303
7232,Barsur,376
2422,Baruipur,304
1200,Baruraj (Motipur),208
2636,Barwadih,335
6736,Basantgarh,14
2711,Basia,331
5337,Bathalapalli,754
1069,Bathnaha,221
3456,Batiyagarh,400
578,Baytoo,775
609,Beawar,774
1314,Begusarai,191
4308,Bela,501
5438,Belagavi,527
2245,Beldanga - II,319
7243,Belgahna,375
5049,Bellamkonda,751
1072,Belsand,221
5563,Beltangadi,534
5544,Bengaluru East,525
3580,Berasia,396
318,Berinag,53
1966,Betasing,663
5279,Bethamcherla,755
6989,Betul Nagar,394
3742,Bhabhar,441
65,Bhaderwah,4
1308,Bhagwanpur,191
1271,Bhagwanpur,224
3587,Bhairunda,427
7328,Bhaisma,383
86,Bhalai,16
6753,Bhalessa,4
6709,Bhalwal,5
3074,Bhanjanagar,354
3349,Bhanupratappur,381
1114,Bhargama,188
2709,Bharno,331
7414,Bharoli,18
3916,Bharuch,442
2286,Bhatar,306
4010,Bhatkuli,468
2767,Bhatli,347
963,Bhatpar Rani,137
88,Bhattiyat,16
3854,Bhavnagar,443
6855,Bhawanigarh,43
4448,Bheemadevarpalli,686
4963,Bheemadole,748
4391,Bhiknoor,685
7027,Bhimpur,394
6917,Bhindar,117
1022,Bhitaha,211
4840,Bhogapuram,521
846,Bhognipur,156
4102,Bhokar,485
4198,Bhor,490
4291,Bhudargad,480
205,Bhulath,35
4682,Bhupalpally,687
6665,Bhusawar,91
4629,Bibinagar,697
1166,Bihariganj,205
7245,Biharpur,648
1330,Bihpur,192
1403,Bihta,212
1461,Bikramganj,215
725,Bilaspur,176
812,Bilgram,150
848,Bilhaur,157
3135,Binika,372
1193,Biraul,195
6892,Birhu Kalan,26
4375,Birkur,685
3463,Birsinghpur,426
1874,Bishnupur,252
2415,Bishnupur - I,304
2416,Bishnupur - II,304
2652,Bishungarh,332
2045,Biswanath,705
4816,Bobbili,521
1206,Bochaha,208
6020,Bodeli,668
3157,Boden,368
2111,Boitamari,281
1079,Bokhara,221
2835,Bolani,361
4550,Bomaraspeta,698
4613,Bommalaramaram,697
4829,Bondapalli,521
2317,Bongaon,303
38,Boniyar,3
2605,Boram,327
2566,Borio,340
7181,Borivali,483
3867,Borsad,440
6013,Borum,237
5205,Brahmamgarimattam,504
5320,Brahmasamudram,502
5170,Buchireddipalem,515
5966,Budalur,586
248,Budhlada,37
2698,Bundu,339
6488,Bungte Chiru,712
964,Burhanpur,123
2788,Burla,371
2682,Burmu,339
4873,Butchayyapeta,744
4948,Buttayagudem,748
948,Campierganj,148
2739,Chaibasa,343
1534,Chakai,198
1895,Chakpikarong,253
300,Chakrata,49
5234,Chakrayapet,504
2651,Chalkusa,332
5504,Challakere,533
5577,Chamarajanagar,531
4058,Chamorshi,475
334,Champawat,48
1908,Champhai,262
5008,Chandarlapadu,749
3483,Chandia,436
277,Chandigarh,44
2899,Chandipur,346
2481,Chandipur,317
7354,Chandrapur,762
3711,Chandra Shekhar Azad Nagar,639
2876,Chandua,365
1761,Changtongya,246
3348,Charama,381
9,Charar- E- Shrief,2
1076,Charaut,221
869,Charkhari,165
4510,Charminar,507
5001,Chatrai,748
312,Chaubatta Khal,52
951,Chauri Chaura,148
1170,Chausa,205
1325,Chautham,202
530,Chauth Ka Barwara,113
1590,Chayangtajo Adc,231
4858,Cheedikada,744
4356,Chennur,684
6648,Cheranmahadevi,592
4726,Cherla,690
363,Chhachhrauli,76
4137,Chhatrapati Sambhajinagar,469
70,Chhatroo,620
833,Chhibramau,155
6042,Chhoti Sarwan,88
3302,Chhuikhadan,759
3336,Chhura,645
3601,Chicholi,394
1845,Chiephobozou,245
4002,Chikhaldara,468
5596,Chikkaballapura,630
5530,Chikkamagaluru,532
5532,Chiknayakanhalli,548
5433,Chikodi,527
5070,Chilakaluripet H/O.Purushotha Patnam,751
4667,Chilkur,696
4065,Chimur,473
5583,Chincholi,538
6254,Chinnagudur,688
5236,Chinnamandem,753
3402,Chinour,407
4732,Chinturu,745
4269,Chiplun,492
5291,Chippagiri,511
1040,Chiraia,213
5123,Chirala,750
7084,Chitaguppa,529
659,Chittaurgarh,95
5245,Chitvel,753
3796,Chuda,460
84,Churah,16
7039,City Center,407
929,Colonelganj,147
2490,Contai - III,317
5758,Coonoor,587
5117,Cumbum,517
171,Dadahu,24
2659,Dadi,332
742,Dadri,144
4158,Dahanu,665
5186,Dakkili,752
3497,Daloda,416
2510,Danda,328
3737,Danta,441
2468,Dantan - II,318
554,Danta Ramgarh,114
1242,Darauli,222
7357,Darhi,650
2154,Darjeeling Pulbazar,309
3202,Dasamantapur,363
3782,Daskroi,438
2449,Daspur - I,318
214,Dasua,33
6991,Datia Nagar,401
5512,Davanagere,535
6937,Dechu,772
7223,Deh,110
304,Dehradun,49
4839,Denkada,521
5892,Denkanikottai,577
6398,Dentam,228
3741,Deodar,441
4144,Deola,487
7010,Deori,421
3453,Deori,425
3704,Deosar,638
3540,Depalpur,410
204,Dera Baba Nanak,32
268,Dera Bassi,608
103,Dera Gopipur,18
4701,Devaruppula,689
3338,Devbhog,645
4275,Devgad,495
5664,Devikulam,556
7298,Devkar,650
7175,Dhalwan,22
2913,Dhamanagar,348
4014,Dhamangaon Railway,468
6912,Dhanaau,90
1409,Dhanarua,212
298,Dhanaulti,55
2789,Dhanupali,371
4572,Dhanwada,721
3263,Dharamjaigarh,386
5931,Dharbandora,552
6691,Dharmanagar,270
4591,Dharoor,695
4378,Dharpally,516
7292,Dharsiwa,387
6414,Dhauj St,60
6032,Dhaulana,661
518,Dhaulpur,98
3783,Dholka,438
5289,Dhone,755
270,Dhuri,43
2426,Diamond Harbour - I,304
1266,Dighwara,218
4343,Dilawarpur,680
2070,Dimow,300
6860,Dinanagar,32
1399,Dinapur-Cum-Khagaul,212
3640,Dindori,404
2188,Dinhata - II,308
2089,Diphu,292
1566,Dirang Adc,242
6852,Dirba,43
3893,Dohad,445
5196,Doravarisatram,752
7355,Dornapal,642
2003,Dotoma,294
4552,Doulathabad,698
7137,Dowda,99
4458,Dubbak,692
6849,Dudhan Sadhan,41
6926,Dug,105
2673,Dumka,326
281,Dunda,57
646,Dungarpur,99
3133,Dunguripali,372
3317,Durg,378
5203,Duvvur,504
1911,East Lungdar,268
2492,Egra - II,317
4410,Eligaid,682
1008,Etah,138
4060,Etapalli,475
765,Etmadpur,118
242,Faridkot,29
789,Faridpur,130
3027,Fategarh,367
7191,Fatehgarh Churian,32
423,Ferozepur Jhirka,604
5470,Gadag,537
289,Gairsain,47
1968,Gambegre,278
5820,Gandarvakkottai,582
4538,Gandeed,512
47,Ganderbal,626
3924,Gandevi,453
3731,Gandhidham,449
4122,Gangakhed,489
4140,Gangapur,469
6921,Gangath,18
5466,Gangawati,543
3022,Gania,367
4801,Gara,519
3894,Garbada,445
651,Garhi,88
3857,Gariadhar,443
4666,Garidepally,696
1265,Garkha,218
5324,Garladinne,502
4707,Geesugonda,522
1665,Geku Eac,240
1661,Gelling Circle,240
293,Ghansali,55
4130,Ghansawangi,479
4523,Ghatkesar,700
6513,Ghatlodiya,438
4605,Ghattu,695
1098,Ghoghardiha,206
2138,Ghograpar (Pt),298
3399,Gird,407
6199,Gir Gadhda,675
1396,Giriak,209
2754,Gobindpur(Rajnagar),341
3110,Gochhapada,359
2733,Goilkera,343
4897,Gokavaram,505
954,Gola,148
799,Gola Gokaran Nath,159
3167,Golamunda,358
4507,Golconda,507
4412,Gollapalli,681
3807,Gondal,457
6686,Gonda Twisa,269
4078,Gondpipri,473
3699,Gopadbanas,433
1342,Goradih,192
5362,Gorantla,754
3394,Gormi,395
6832,Govardhan,167
5918,Great Nicobar,603
5538,Gubbi,548
4850,Gudem Kotha Veedhi,745
5031,Guduru,510
367,Guhla,66
6700,Gujiliamparai,572
4618,Gundala,697
4741,Gundala,690
40,Gurez,623
4657,Gurrampode,514
1498,Gurua,196
6011,Guruharsahai,31
901,Haidergarh,129
1278,Hajipur,224
2483,Haldia,317
2179,Haldibari,308
6068,Hameergarh,92
864,Hamirpur,149
4695,Hanamkonda,686
3015,Handapa,344
5130,Hanumanthuni Padu,517
811,Hardoi,150
3748,Harij,455
2348,Haripal,312
6423,Harsaru St,62
7327,Hasoud,762
1221,Hathua,197
3454,Hatta,400
6270,Havelighanapur,513
1743,Hawai Hq,628
1191,Hayaghat,195
2653,Hazaribag,332
7065,Hebri,549
2046,Helem,705
2804,Hemgir,373
6800,Hermain,625
522,Hindaun,108
2337,Hingalganj,303
4033,Hingna,484
31,Hiranagar,7
2575,Hiranpur,337
5494,Hirekerur,540
394,Hisar,63
1520,Hisua,210
429,Hodal,619
5559,Hole Narsipur,539
91,Holi,16
5513,Honnali,535
5518,Hosanagara,547
6075,Hunli Sdo,235
1238,Hussainganj,222
4669,Huzurnagar,696
2749,Ichagarh,341
2647,Ichak,332
4778,Ichchapuram,519
924,Ikauna,181
7062,Ilkal,524
6249,Inavole,686
2366,Indus,305
4931,I. Polavaram,747
5411,Irala,503
1251,Ishupur,218
376,Israna,71
3613,Itarsi,409
2696,Itki,339
3631,Jabalpur,411
3459,Jabera,400
2401,Jagatballavpur,313
2940,Jagatsinghapur,355
1343,Jagdishpur,192
4307,Jainath,501
332,Jainti,45
6582,Jairampur Adc,229
6984,Jaisinagar,425
916,Jaisinghpur,185
3695,Jaithari,390
3692,Jaitpur,429
243,Jaitu,29
2974,Jajapur Road,356
987,Jakhania,146
296,Jakhani Dhar,55
796,Jalalabad,180
2234,Jalangi,319
1181,Jale,195
3975,Jalgaon (Jamod),472
4127,Jalna,479
1852,Jalukie,613
3651,Jamai (Junnardeo),399
3889,Jambughoda,454
2860,Jamda,365
79,Jammu,5
6708,Jammu North,5
6525,Jamnagar City,447
1527,Jamui,198
4953,Jangareddigudem,748
6957,Jangla,23
711,Jansath,172
3170,Jayapatna,358
2368,Jaypur,305
2980,Jenapur,356
2391,Jhalda - II,321
2863,Jharpokharia,365
4117,Jintur,489
6679,Jirania,272
1883,Jiribam,713
2837,Joda,361
2057,Jonai,284
6366,Joshiyara,57
6701,Jourian,5
5111,J.Pangulur,750
4373,Jukkal,685
3166,Junagarh,358
183,Junga,23
4187,Junnar,490
5230,Kadapa,504
4298,Kadegaon,493
918,Kadipur,185
5624,Kadmat,553
5529,Kadur,532
7100,Kagwad,527
368,Kaithal,66
3059,Kakatpur,369
6943,Kakira,16
5582,Kalaburagi,538
5371,Kalakada,753
6859,Kalanaur,32
6469,Kalanwali,74
1543,Kaler,611
2019,Kalgachia,280
2221,Kaliachak - II,316
2293,Kalna - I,306
3886,Kalol,454
197,Kalpa,19
7215,Kalwar,102
5321,Kalyanadurg,502
1284,Kalyanpur,217
1048,Kalyanpur,213
7090,Kamalapur,538
5224,Kamalapuram,504
6681,Kamalpur,269
506,Kaman,767
2825,Kamarposh Balang,373
2037,Kampur,297
174,Kamrau,24
7091,Kanakagiri,543
5608,Kanakapura,631
5707,Kancheepuram,574
4777,Kanchili,519
4108,Kandhar,485
6275,Kandi,691
2240,Kandi,319
5901,Kangeyam,634
6884,Kangoo,17
6500,Kangvai,254
6078,Kanjhawala,82
2684,Kanke,339
3743,Kankrej,441
834,Kannauj,155
3527,Kannod,402
4928,Kapileswarapuram,747
7067,Kapu,549
4265,Karad,494
1462,Karakat,215
457,Karanpur,100
7092,Karatagi,543
6690,Karbook,654
6064,Kareda,92
1467,Kargahar,215
2300,Karimpur - II,320
4174,Karjat,491
4213,Karjat,466
287,Karnaprayag,47
5676,Karthikappally,554
3328,Kasdol,644
1668,Katan Circle,240
6519,Katargam,459
2109,Katlichara,289
1354,Katoria,190
5713,Katpadi,595
1397,Katrisarai,209
2281,Katwa - I,306
6628,Kayathar,594
1854,Kebai Khelma,613
1047,Kesaria,213
2451,Keshpur,318
3159,Kesinga,358
2279,Ketugram - I,306
1847,Kezocha,245
5212,Khajipeta,504
953,Khajni,148
4175,Khalapur,491
3866,Khambhat,440
2355,Khanakul - II,312
3047,Khandagiri,362
3026,Khandapada,367
266,Kharar,608
1972,Kharkutta,656
7262,Kharora,387
1681,Kharsang Circle,229
6247,Khazipet,686
4190,Khed,490
561,Kheenvsar,110
6384,Khendela,114
6496,Khengjoy,253
695,Kherwara,117
1669,Khimiyang Eac,229
1842,Khongsa,614
2704,Khunti,606
1802,Khuza,248
3018,Kiakata,344
7396,Killod,405
5800,Kilvelur,579
4096,Kinwat,485
1167,Kishanganj,205
1560,Kitpi Circle,238
4860,K.Kotapadu,744
5766,Kodaikanal,572
4702,Kodakandla,689
5269,Kodumur,511
5039,Koduru,510
1849,Kohima Sadar,245
5296,Koilakuntla,755
2724,Kolebira,342
5688,Kollam,559
5088,Kolluru,750
6130,Koloriang Hq,233
3155,Komna,368
3061,Konark,369
5137,Kondapi,517
5199,Kondapuram,504
4558,Kondurg,518
5526,Koppa,532
4261,Koregaon,494
4551,Kosgi,721
4874,Kotauratla,744
6312,Kotepally,698
4738,Kothagudem,690
5263,Kothapalle,755
3461,Kothi,426
128,Kotli,22
3199,Kotpad,363
5687,Kottarakkara,559
5670,Kottayam,560
5178,Kovur,515
2117,Koya,291
5639,Koyilandi,561
1648,Koyu Eac,719
4851,Koyyuru,745
5682,Kozhenchery,564
5640,Kozhikode,561
5891,Krishnagiri,577
1721,Kronli (Arzoo Circle),230
5051,Krosuru,751
3069,Krushna Prasad,369
3372,Kuakonda,376
4468,Kulcharam,513
2433,Kultali,304
6634,Kumarapalayam,580
7350,Kumarda,388
5811,Kumbakonam,586
4731,Kunavaram,745
7057,Kundrathur,574
5541,Kunigal,548
5657,Kunnathunad,555
6830,Kunzar,3
4721,Kuravi,688
1213,Kurhani,208
5103,Kurichedu,517
7180,Kurla,483
2599,Kuru,336
7109,Kurugodu,528
654,Kushalgarh,88
3824,Kutiyana,456
7260,Kutru,636
6928,Kuwaria,112
552,Lachhmangarh,114
6902,Lagru,18
3398,Lahar,395
2028,Laharighat,296
1253,Lahladpur,218
6168,Lakhani,441
3248,Lakhanpur,389
801,Lakhimpur,159
2013,Lakhipur,287
969,Lalganj,123
1001,Lalganj,170
2229,Lalgola,319
1881,Lamphelpat,256
1879,Lamsang,256
7399,Lamta,392
6774,Laroka,12
691,Lasadiya,777
1997,Laskein,275
1085,Laukaha,206
4804,Laveru,519
1917,Lawngtlai,264
4345,Laxmanchanda,680
4787,Laxminarasupeta,519
1603,Leporiang Circle,237
6497,Lhungtin,712
4700,Lingalaghanpur,689
3044,Lingaraj,362
5459,Lingsugur,546
5924,Little Andaman,602
4107,Loha,485
6729,Lohai Malhar,7
4242,Lohara,488
6391,Lohawat,772
3141,Loisinga,345
6791,Lolab,8
6597,Longo Circle,239
1751,Longshen,247
228,Ludhiana (West),36
1914,Lunglei,265
4353,Luxettipet,684
5048,Machavaram,751
5040,Macherla,751
983,Machhlishahr,152
5350,Madakasira,754
6289,Madanapur,693
1486,Madanpur,189
4245,Madha,496
5535,Madhugiri,548
5961,Madurai West,578
5710,Maduranthakam,730
5981,Maduravoyal,568
3345,Magarlod,377
2424,Magrahat - I,304
4718,Mahabubabad,688
4403,Mahadevpur,687
2558,Mahagama,330
2933,Mahakalapada,360
404,Maham,73
1236,Maharajganj,222
947,Maharajganj,164
3341,Mahasamund,385
4544,Maheshwaram,518
1173,Mahishi,216
2781,Mahulpalli,371
3860,Mahuva,443
3470,Maihar,784
1240,Mairwa,222
3937,Majura,459
6969,Makridi,22
3680,Maksoodangarh,406
6382,Malakhera,87
4938,Malikipuram,747
3798,Maliya,673
3979,Malkapur,472
4394,Mallapur,681
4259,Man,494
4427,Manakondur,508
5833,Manamadurai,585
5635,Mananthavady,567
4354,Mancherial,684
3041,Mancheswar,362
6713,Mandal,5
631,Mandal,92
6970,Mandap,22
2693,Mandar,339
7145,Mandawa,106
2429,Mandirbazar,304
2565,Mandro,340
7005,Mandsaur Nagar,416
5055,Mangalagiri,506
2148,Mangaldoi (Pt),283
2986,Mangalpur,356
5561,Mangaluru,534
4181,Mangaon,491
3474,Mangawan,424
1764,Mangkolemba,246
3832,Mangrol,448
6515,Maninagar,438
3309,Manpur,761
1309,Mansurchak,191
4727,Manuguru,690
6650,Marakanam,596
2062,Margherita,302
6715,Marh,5
4720,Maripeda,688
6282,Markook,692
4649,Marriguda,514
6165,Martinganjon,123
5954,Marungapuri,591
7190,Masaipet,513
2675,Masalia,326
6379,Masalpur,108
6412,Matlauda,71
876,Mau,136
7000,Mau,395
4191,Mawal,490
2256,Mayureswar - II,307
5073,Medikonduru,506
785,Meerganj,130
6894,Mehatpur,26
941,Mehdawal,178
1057,Mehsi,213
1522,Meskaur,210
4184,Mhasla,491
2030,Mikirbheta,296
2333,Minakhan,303
1717,Mipi,230
4464,Mirdoddi,692
803,Misrikh,183
7152,Mitrapura,113
233,Moga,38
4986,Mogalthur,523
4038,Mohadi,471
990,Mohammadabad,146
2257,Mohammad Bazar,307
3101,Mohana,353
3419,Mohangarh,434
1293,Mohanpur,217
2546,Mohanpur,324
4528,Moinabad,518
2067,Moran,286
7038,Morar,407
3387,Morena,417
279,Mori,57
6461,Morni St,70
4362,Morthad,516
6668,Mosara,516
4625,Mothkur,697
5453,Muddebihal,530
5531,Mudigere,532
5020,Mudinepalle,748
6235,Mugpal,516
4109,Mukhed,485
5367,Mulakalacheruvu,753
4192,Mulshi,490
113,Multhan,18
7411,Mundi,405
5113,Mundlamuru,517
6378,Mundwa,110
3292,Mungeli,647
1164,Murliganj,205
1212,Musahri,208
4501,Musheerabad,507
5774,Musiri,591
5002,Musunuru,748
5181,Muthukur,515
4995,Mylavaram,749
2238,Nabagram,319
3196,Nabarangapur P.S,366
1483,Nabinagar,189
509,Nadbai,91
521,Nadoti,771
6298,Nagaram,696
5095,Nagaram,750
560,Nagaur,110
5194,Naidupet,752
4106,Naigaon (Khairgaon),485
6337,Nainbag,55
623,Nainwa,94
3727,Nakhatrana,449
4636,Nakrekal,514
3009,Nalco,344
4646,Nalgonda,514
4956,Nallajerla,505
5341,Nambulapulakunta,754
1831,Namsang,615
5255,Nandavaram,511
4100,Nanded,485
2484,Nandigram - I,317
5260,Nandikotkur,755
5014,Nandivada,510
178,Nankhari,23
1078,Nanpur,221
6954,Narag,24
4799,Narasannapeta,519
4987,Narasapuram,523
5400,Narayanavanam,752
1329,Narayanpur,192
6813,Narbal,2
4023,Narkhed,484
4312,Narnoor,501
4708,Narsampet,522
6352,Narsan,50
6272,Narsingi,513
611,Nasirabad,86
1463,Nasriganj,215
3903,Nasvadi,668
645,Nathdwara,112
6470,Nathusari Chopta,74
6870,Naugarh,135
6831,Naugawan Sadat,154
2588,Nawadih,322
491,Nawalgarh,106
2846,Nayakote,361
5807,Needamangalam,590
1491,Neem Chak Bathani,196
4759,Nelakondapalli,509
4837,Nellimarla,521
5177,Nellore Rural,515
7182,Nellore Urban,515
3721,Nepanagar,397
6308,Neredugommu,514
6170,Netrang,442
2383,Neturia,321
5692,Neyyattinkara,565
1818,Ngoungchung,249
4968,Nidamarru,748
797,Nighasan,159
1795,Nihokhu,244
138,Nihri,22
2929,Nikirai,360
2903,Nilagiri,346
2103,Nilambazar,293
4233,Nilanga,481
4155,Niphad,487
122,Nirmand,20
2587,Nirsa-Cum-Chirkunda,325
6450,Nising St,67
617,Niwai,116
3560,Niwali,393
3641,Niwas,415
168,Nohra,24
1466,Nokha,215
1980,Nongstoin,279
3486,Nowrozabad,436
25,Nowshera,12
3120,Nuagaon,359
5063,Nuzendla,751
7076,Nyamathi,535
1480,Obra,189
7384,Obri,99
5358,Obuladevaracheruvu,754
2966,Olatapur,350
5989,Ongpangkong (N),246
2685,Ormanjhi,339
5268,Orvakal,511
568,Osian,778
3973,Pachora,478
579,Pachpadra,775
682,Pachpahar,105
6294,Padara,694
4847,Paderu,745
3185,Padmapur,370
5261,Pagidyala,755
6157,Pailani,128
6955,Pajhota,24
1581,Pakke Kessang Eac,723
4988,Palacole,523
5760,Palani,572
4163,Palghar,665
3858,Palitana,443
5905,Palladam,634
6629,Pallavaram,730
5697,Pallipattu,589
7213,Pallu,101
427,Palwal,619
5028,Pamarru,510
3283,Pamgarh,379
5315,Pamidi,502
5146,Pamur,517
357,Panchkula,70
1418,Pandarak,212
5548,Pandavapura,544
